price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,price16,price17,price18,price19,price20,price21,price22,price23,price24,price25,price26,price27,price28,price29,price30,low_media,low_media_iter2,low_media_iter3,low_delta,high_media,high_media_iter2,high_media_iter3,high_delta,subida_exa
37635.55,37516.91,37460.34,37498.91,37556.83,37569.43,37551.44,37549.94,37519.8,37545.27,37608.17,37572.81,37596.89,37707.59,37755.81,37712.64,37752.18,37733.8,37744.63,37757.73,37808.01,37733.89,37851.61,37891.6,37932.21,37929.39,37999,38067.68,37999.25,37973.16,37127.9,37289.6,37377.7,37262.8,37701.9,37615.5,37574.2,37768.7,1
37805.73,37737.95,37717.58,37731.04,37784,37852.89,37934,37992.54,38083.88,38285.58,38349.63,38370,38333.33,38331.45,38368.18,38340.87,38294.36,38311.64,38311.53,38425,38490.21,38482.17,38458.99,38447.45,38411.23,38388.49,38458.3,38559.63,38557.99,38437.97,37428.4,37527.3,37591.5,37760.2,37881.1,37867.8,37862.5,38262.5,1
38196.68,38205.32,38320.08,38382.18,38371.39,38396.92,38377.04,38320.1,38400.01,38383.83,38347.72,38384.34,38379.01,38410.52,38481.98,38400.38,38395.9,38386.55,38390.47,38462.65,38473.08,38466.5,38439.92,38492.08,38563.59,38627.42,38640.89,38688.18,38617.8,38780.05,37864.5,37971.8,38042.2,37730.2,38398.4,38338.1,38299.4,38204.2,1
38852.84,38870.61,38880.1,38845.05,38806.29,38888.41,38916.87,39000,39188.25,39186.66,39176.39,39200.83,39244.71,39235.14,39208.45,39281.45,39353.73,39361.2,39295.52,39267.38,39192.29,39248.52,39262.39,39240.27,39200.01,39219.52,39152.09,39177.79,39260.9,39315.56,38355.1,38605.9,38738.7,38585,39135,39046.8,38994.3,39070,0
37875.71,37804.67,37834.5,37766.6,37744.11,37796.63,37869.78,37884.89,37879.26,38013.99,38144.05,38251.66,38243.92,38289.32,38305.84,38291.98,38215.57,38303.97,38324.39,38302.87,38308.98,38403.12,38388.35,38328.76,38346.24,38378.79,38359.59,38354.31,38406.41,38389.14,37942.9,37998.3,38020.8,37664.4,38393,38207.5,38136,38197,1
38645.66,38609.4,38608.93,38564.81,38570.97,38601.87,38630.73,38685.98,38767.36,38754.34,38730.01,38739.99,38704.14,38630,38579.08,38606.28,38570.01,38541.9,38516.41,38562.13,38551.47,38552.21,38560.01,38529.32,38491.8,38513.59,38494.72,38530.51,38577.7,38579.53,38174.4,38347.6,38403.5,38149.6,38735.3,38683.8,38661.2,38648.1,0
36722.41,36911.85,37157.64,37231.66,37414.79,37337.77,37330.79,37254.17,37441.78,37377.6,37342.71,37339.37,37314.96,37395.76,37292.92,37292.92,37297.87,37316.21,37224.11,37153.73,37218.3,37271.59,37320.76,37298.15,37286.29,37296.81,37352.68,37346.17,37464.3,37423.2,36321.6,36416.8,36506.2,36273.2,36946.1,36855.9,36805.7,36807.7,1
37263.78,37240.86,37258.86,37348.62,37508.74,37495.38,37662.55,37611.87,37563.72,37582.05,37552.44,37581.02,37495.43,37509.72,37587.87,37538.66,37600,37451.32,37437.03,37419.63,37431.18,37374.97,37401.87,37377.11,37462.72,37425.29,37407.12,37410.91,37461.99,37615.81,36742.9,36871.7,36954.6,37080.5,37340.2,37298.7,37272.5,37595.8,0
36128.96,36179.72,36352.77,36305.01,36316.98,36384.7,36357.76,36350.35,36384.31,36414.77,36371.94,36335.7,36299.1,36264.48,36249.25,36241.08,36296.26,36276.94,36216.02,36225.46,36232.37,36205.27,36188.29,36218.24,36134.89,36169.11,36170,36063.28,35994.98,35874.39,35525.1,35713,35865.6,35740.4,36275.9,36173.1,36137.6,36216.2,0
34835.15,34859.89,34860.02,34950,35098.01,35064.6,35093.29,35022.77,35009.89,34979.82,35005.27,35069.99,34972.65,34971.23,35076.85,34988.7,34946.72,34960.55,35023.38,34963.58,34999.49,35008.72,34998.95,34962.69,34908.31,34876.06,34853.04,34855.53,34879.76,34770.63,34177.1,34319.1,34477.8,34490.5,35090.7,34890.4,34839.4,34947,0
34959.05,34900.6,34813.28,34838.53,34980.17,35144.68,35162.67,35234.14,35224.83,35210.79,35204.25,35269.91,35270,35284.67,35248.36,35222.23,35254.33,35239.89,35367.97,35332.41,35297.75,35250.21,35275.04,35319.23,35329.01,35300,35299.11,35254.37,35267.17,35279.13,34231.9,34487.9,34658.5,34532.4,35201.2,35081.2,35030.3,35017.1,0
34786.57,34852.85,34872.32,34875.88,34990.04,34950,34982.2,35067.13,35205.16,35291.17,35387.36,35369.99,35432.14,35404.3,35592.19,35691.96,35735.29,35622.51,35716.32,35700.51,35839.86,35786.6,35803.04,35761.71,35828.49,35767.01,35718.91,35680.55,35837.1,35763.11,34684.8,34754.3,34787.8,34596.6,35271.9,35114.4,35002.3,35151.1,1
36012.15,36011.02,36049.45,36093.72,36066.85,36019.49,36018.97,35978.32,35981.26,35985.6,35895.08,35905.79,35875.45,35886.76,35895,35902.71,35971.74,36010.81,35975.01,35991.99,35991.11,36050.95,36040,36040.01,35965.57,35938.64,35867.6,35852.19,35864.97,35844.09,35185.2,35570.5,35731.2,35705.4,36083.2,36041.9,36022.3,36268.5,0
35857.42,35798.29,35807.19,35926.48,35899.95,35870.23,35940.58,35986.97,35946.75,35978.06,35986.01,35958.54,35925.71,35932.2,35984.37,35901.93,35982.8,35978.55,35965.36,35946.18,35943.19,35944.13,35926,35960.87,35964.25,35928.37,35927.4,35932.59,35956.86,35956.77,35575.1,35676.8,35744.1,35614.6,35948.1,35897.8,35875.4,36127.6,0
36221.33,36189.27,36158.26,36173.05,36170.72,36185.17,36231.12,36248.63,36331.11,36390.03,36464.44,36551.9,36550,36523.75,36662.72,36603,36585.91,36564.81,36568.85,36588,36656.29,36657.45,36596.01,36587.47,36611.56,36646.52,36694.57,36657.73,36715.21,36821.14,35767.9,35908.3,35991.3,35516.9,36295.3,36255.6,36241.6,35965.8,1
35221.93,35291.12,35254.83,35375.18,35557.76,35658.14,35696.1,35740.77,35811.92,35788.06,35777.16,35840.64,35956.98,35906.17,35968.97,35926.72,35994.2,35949.97,35957.93,36057.61,36045.68,36033.5,36089.09,36088.73,36101.99,36076.91,36056.44,36026.5,36037.13,36205.19,35076.9,35137.2,35171.2,34936.1,35641.9,35451.5,35404.6,35386,1
36445,36409.8,36388.74,36540,36830.6,37056.34,37015.49,37105.93,37230.76,37310.21,37227.75,37229.75,37246.25,37276.58,37434.38,37420.42,37344.54,37315.85,37278.26,37351.43,37382.24,37342.35,37327.31,37366.53,37344.95,37338.63,37285.34,37223.58,37064.62,37148.06,35584.6,35721.1,35790.8,35770.1,36456.8,36419.2,36407.5,36218.9,0
36193.82,36296.71,36345.65,36311.85,36384.67,36330.63,36296.96,36279.48,36255,36271.77,36269.99,36255.31,36225.18,36229.31,36239.09,36219.2,36200.02,36196.01,36194.64,36174.16,36177.89,36120.53,36131.16,36122.52,36200,36235.93,36180,36125.39,36102.79,36128.19,35745.5,35827,35881.2,35687.9,36284,36234.2,36212,36153.8,0
36488.54,36588,36569.22,36570.67,36581.59,36618.76,36630.56,36638.59,36675.01,36710.47,36701.84,36735.84,36718.18,36675,36704.32,36740.59,36725,36738.76,36688.21,36755.56,36773.38,36732.48,36750,36688.61,36679.85,36601.18,36628.22,36586.38,36631.27,36750,36175.3,36274.9,36327.8,36301,36545.3,36518.8,36504.7,36686.7,0
36639.58,36637.77,36631.63,36597.07,36566.73,36556.92,36635.18,36639.11,36647.51,36727.26,36764.73,36728.09,36710.77,36686.78,36750,36880,36870.37,36948.7,36963.05,36993.78,37014.99,37040.42,37105.99,37140,37066.34,37129.99,37184.39,37210.76,37168.82,37258.76,36341.3,36427.7,36462.9,36437.8,36748.8,36723.6,36704.6,36790.6,1
37457.83,37315.41,37400.24,37656.13,37703.63,37716.64,37787.54,37756.09,37691.71,37741.69,37769.82,37792.17,37652.18,37664.09,37727.31,37688.51,37628.14,37611.06,37649.99,37553.59,37567.88,37586.77,37572.98,37634.82,37601.68,37585.8,37517.95,37550,37602.91,37627.27,36892.2,36964.9,37002.2,36883.1,37506.6,37463.3,37436.9,37275.6,0
35010.73,34934.82,34905.89,34874.69,34838.68,34818.44,34851.33,34831.1,34854.28,34929.87,34967.89,35042.64,35001.9,35018.76,35125.61,35176.97,35219,35214.01,35312.62,35445.55,35457.19,35450.72,35456.54,35489.87,35500.7,35526.28,35540.64,35597.55,35646.63,35611,34771.4,34896,34957.2,34731.6,35094.6,35053.2,35028.1,35180.5,1
31149.03,31598.99,31861.69,31802.84,31972.67,32086.56,31971.81,31900,31920.57,31828.57,31842.07,31951.56,31955.01,32131.74,32069.4,32059.68,31968.81,31995.22,32024.61,31998.03,32001.62,32033.37,32011.02,32025.33,31948.95,31848.07,31883.97,31909.39,31925.91,32164.7,31080.3,31199.3,31246.1,30979.5,31953.2,31716.3,31630.8,31691.6,1
32489.06,32478.46,32470.85,32476.03,32448.57,32497.16,32594.48,32678.41,32580.17,32534.52,32588,32616.28,32680,32634,32600,32635.94,32602.35,32663.17,32600.36,32557.8,32568.17,32588.84,32633.45,32599.67,32557.88,32563.54,32488.56,32489.91,32468.66,32439.22,31517.8,31624.3,31709.6,31288.1,32620.5,32540.8,32501.7,32054.6,0
31395.98,31394.11,31432.17,31444.4,31582.73,31686.43,31655.25,31617.92,31634.35,31530,31522,31570.99,31607.63,31541.24,31571.48,31523.87,31448.84,31305.82,31371.53,31283.92,31271.23,31273.06,31291.79,31388.75,31191.84,31128.33,31158.76,31137.17,31173.19,31157.65,31093.3,31229.6,31293,31255.7,31665.4,31554.2,31472.7,31921.2,0
31687.4,31710.46,31798.31,31850.16,31781.39,31711.04,31702.82,31663.83,31665.46,31615.99,31597.25,31610,31434.01,31376.08,31440.49,31453.47,31443.2,31444.47,31446.2,31499.53,31475.67,31483.23,31524.21,31490.3,31468.38,31507.06,31491.42,31471.46,31550,31479.93,31259.3,31353.4,31407.5,31506.3,31843.3,31769.9,31712.3,32078.7,0
31391.28,31376.89,31493.85,31703.07,31710.62,31672.3,31661.33,31725.73,31768.18,31729.01,31760.66,31886.29,31818.21,31811.17,31864.05,31819.94,31811.83,31849.39,31842.12,31802.77,31777.02,31780.01,31779.26,31771.87,31840.31,31999.01,32182.17,32230.97,32205.92,32290.85,31126.2,31215.1,31254.2,31363.4,31736.2,31603.2,31554.4,31941.2,1
32251.4,32275,32361.93,32324.94,32284.19,32197.3,32225.45,32416.99,32411.38,32378.98,32347.03,32345.26,32383.4,32399.99,32442.02,32427.5,32377.33,32370.53,32364.03,32387.79,32437.65,32440.13,32398.92,32421.75,32445.77,32485.3,32528.07,32495.63,32500,32515.91,31626.1,31974.5,32101.4,31997.5,32265.6,32244.8,32236.8,32581.3,1
32416.48,32480.56,32496.39,32492.13,32566.9,32611.62,32590.71,32623.63,32653.57,32638.43,32643.87,32626.7,32647.76,32700.99,32732.07,32674.66,32602.49,32559.57,32561.06,32592.02,32532.87,32480.01,32479.5,32439.98,32470,32547.07,32483.8,32461.09,32479.77,32447.19,31670.3,31868.6,31937.7,32232,32539.4,32516.2,32506.2,32778.5,0
32578.61,32546.98,32498.09,32490.06,32692.54,32638.88,32595.35,32643.65,32643.12,32720.06,32699.85,32875.33,32903.01,32945.06,32869.4,32934.78,32888.36,32894.94,32926.12,32932.58,32914.58,32988.8,32963.19,33051.71,33242.98,33266.37,33283.12,33264.18,33277.32,33216.01,32131.6,32225.5,32271,32142.1,32689.9,32642.4,32617.2,32592,1
32621.12,32648.51,32674.02,32675.12,32677.98,32729.24,32637.9,32617.4,32619.26,32658.35,32726.27,32866.89,32802.49,32835.24,32831.52,32801.23,32848.13,32839.03,32821.9,32831.52,32828.63,32665.2,32690.65,32659.98,32649.99,32660.37,32680.71,32700.29,32706.76,32675.12,32259.2,32353.9,32439.8,32417.6,32825.5,32734.9,32673.4,32891.5,0
32488.92,32493.27,32490.12,32451.26,32431.89,32624.86,32786.05,32772.16,32800,32906.25,32943.13,32972.83,32981.72,32928.33,33151.31,33119.19,33296.12,33202.72,33222.72,33245.39,33233.95,33190,33180.62,33203.34,33177.86,33249.65,33265.36,33244.79,33350.6,33399.49,32236.5,32311.1,32375.5,32246.4,32661.6,32587.9,32548.4,32683.1,1
31975.15,31963.61,31960.08,31920.99,31904.28,31900.55,31887,31925.79,31898.07,32018,32188.79,32178,32151.9,32110.28,32103.58,32068.4,32066.29,32052.89,32052.6,32021.59,32008.54,31945.22,31891.24,31875.78,31865.99,31841.37,31852.2,31858.61,31865.19,31878.2,31611.2,31740.6,31822.6,31293.5,32104.1,32005.7,31955.3,31762.1,0
32444.35,32436.31,32441.15,32508.01,32487.42,32376.37,32449.93,32407.23,32419.77,32368.25,32333.73,32370.22,32359.35,32356.39,32355.77,32301.62,32295,32297.44,32235.49,32289.6,32266.72,32232.26,32246.39,32255.72,32305.43,32243.46,32202.02,32245.42,32235.24,32248,31960.4,32039.3,32093.3,31829.7,32493.2,32469.7,32459.6,32200.1,0
32053.13,32031.95,32050.36,32092.33,32079.3,32073.43,32105.86,32157.5,32191.8,32179.99,32260.24,32285.5,32275.97,32269.23,32358.6,32360.45,32286.11,32246.53,32264.49,32289.58,32300,32276.99,32295.53,32260.67,32339.2,32346.31,32350.01,32430.8,32480.05,32568.02,31943.8,31986.1,32010.3,31970.9,32211.3,32182.6,32167.8,32283.3,1
32739.83,32727.24,32745.89,32770.79,32927.26,32910.34,32900.51,32904.74,32871.84,32888.78,32888.8,32944.31,32878.07,32874.3,32838.92,32811,32826.78,32816.62,32803.57,32805.73,32843.71,32885.51,32823.45,32866.26,32816.6,32809.4,32818.12,32888.32,32848.27,32829.65,32316.6,32490.8,32566.3,32300.8,32869.1,32831.8,32816.4,32627.9,0
32212.19,32323.18,32234.57,32202.93,32198.45,32205.17,32243.17,32259.6,32241.3,32205.9,32195.59,32341.84,32380.41,32420.22,32537.35,32485.35,32410.71,32475.89,32498.24,32493.69,32531.74,32591.62,32612.3,32644.27,32623.17,32595.2,32628.8,32698.78,32694.71,32734.71,31809.6,31939.3,32012.4,31903.8,32350.7,32288.4,32257.7,32240.2,1
32703.49,32803.79,32872.47,32896.27,32903.03,32894.01,32923.07,32942.69,33085.3,33097.01,33229.98,33250.1,33291.22,33255,33370,33386.77,33449.48,33359.16,33425.03,33533.43,33523.58,33634.07,33626.61,33600,33575.5,33599.99,33566.83,33568.9,33568.18,33787.72,32508.7,32593.4,32640.4,32723,32933,32845.2,32795.9,33071.1,1
33240,33226.38,33144.19,33066.13,33105.23,33095.94,33129.42,33164.81,33205.87,33305.8,33331.12,33397.56,33362.65,33386.63,33417.14,33463.34,33460.46,33454.83,33520,33519.96,33594.39,33596.78,33595.64,33551.92,33539.06,33535.38,33540.73,33561.41,33560.02,33545.9,32999,33052.9,33090.5,33075.5,33321.7,33281.4,33256.8,33434.1,1
33569.47,33539.58,33544.08,33533.47,33526.04,33522.31,33536.46,33510.22,33512.76,33533.43,33519.98,33533.46,33645.23,33966.38,34076.15,34115.45,34241.09,34213.12,34238.05,34235.56,34187.48,34159.99,34189.44,34208.9,34224.63,34194.47,34181.08,34201.94,34180.01,34195.3,33061.5,33112.6,33135.7,33004.7,33623,33596.3,33574.9,33381.3,1
31931.74,32080,32110.76,32066.53,32052.78,31959.03,31956.19,31943,31922.58,32120.91,32098.38,32093.92,32082.38,32085.14,32177.45,32204.47,32152.5,32300.75,32293.32,32344.09,32382.34,32390.66,32358.95,32352.06,32305.73,32279.55,32265.35,32273.94,32310.15,32334.49,31308.4,31436.1,31571.7,31347.8,32072,32009.2,31985.5,31780.7,1
31776.51,31963.09,31969.2,32000,32000,32038.48,31960.3,31920.89,31925.81,31816,31656.7,31579.83,31514.76,31475.52,31353.93,31455.65,31383.52,31340.85,31463.37,31410.3,31370.69,31388.37,31483.64,31484.52,31524.14,31490.26,31491.11,31555.83,31583.15,31676.36,31476.1,31545.8,31587.1,31285.6,31973.1,31871.8,31810.4,31748.8,0
32292.07,32335.43,32268.66,32287.95,32264.88,32279.44,32322.65,32332.87,32346.1,32360.34,32357.85,32315.5,32256.56,32228.58,32250.82,32241.27,32157.46,32140.93,32148.04,32169.91,32158.24,32157.05,32131.16,32072.12,32106.82,32128.83,32097.8,32087.98,32100.64,32157.82,31762.7,31899.8,31957.3,32003,32282.3,32274.3,32273.3,32462.1,0
32182.79,32189.37,32291.06,32325.98,32323.05,32307.42,32300.15,32361.21,32327.87,32358.86,32356,32358.19,32369.19,32314.34,32333.4,32338.15,32268.24,32293.97,32245.02,32262.82,32214.44,32187.23,32156.76,32139.9,32126.11,32169.89,32110.33,32100,32082.72,32035.46,31814.7,31888.6,31936.9,31929.6,32248,32242,32237.8,32358.8,0
32189.06,32234.67,32227.81,32215.6,32187.45,32247.45,32257.45,32260.04,32275.97,32245,32283.63,32277.22,32282,32300,32317.92,32371.05,32330.15,32295.4,32329.16,32240.63,32258.5,32280.01,32309.4,32299.67,32330.01,32370,32627.21,32622.72,32733.81,32835.24,31753.7,31808,31847.3,31753,32256.3,32231.9,32222.3,32165.6,1
30228.35,30248.37,30285.57,30371.63,30580.6,30612.88,30587.25,30550.01,30628,30596.16,30731.86,30704.98,30739.18,30760.46,30623.62,30632.87,30595.37,30605.52,30609.59,30669.03,30608.87,30657.42,30633.33,30651.69,30672.47,30706.8,30785.62,30892.68,30918,30862.57,29410.1,29727.6,29905.8,29513.3,30480.6,30368.6,30324,29969.9,1
29945.06,30040.87,30329.72,30336.58,30381.73,30368.29,30296.56,30255.67,30302.25,30284.33,30482.87,30609.48,30732.48,30631.43,30697.62,30743.56,30703.62,30659.78,30585.26,30593.26,30537.88,30537.49,30511.97,30550,30551.04,30629.71,30590,30600,30595.03,30674.07,29437.9,29629.4,29756.9,29800.3,30342.9,30137.4,29983.1,30316.1,0
30656.42,30643.73,30728.69,30716.08,30716.91,30682.61,30703.82,30562.97,30581.87,30770,30944.79,30920.97,30893.34,30873.98,30897.27,31080.79,31166,31385.39,31362.76,31317.65,31316.45,31246.74,31184.88,31217.32,31220.77,31400,31430.5,31387.4,31392.43,31325.6,30157.6,30368.5,30480.9,30368.4,30916.2,30803.7,30725.7,30924.1,1
30471.5,30602.04,30809.51,30761.92,30729.55,30626.12,30568.94,30435.19,30480.21,30459.5,30486.99,30514.76,30483.07,30529.61,30544.29,30521.38,30582.58,30499.85,30529.29,30546.5,30636.67,30638,30636.59,30686.83,30720.71,30745.79,30808.11,30854.34,30881.94,30920.01,30253.2,30372.3,30459.2,30318.8,30765.2,30653,30589.6,30885.1,0
30868.71,30832.84,30827.76,30813.63,30900.43,31016.35,31059.06,31088.94,31127.03,31128.05,31090.02,31075.42,31048.03,31035.8,31057,31001.55,30983.11,31048.45,31037.81,31095.02,31106.79,31135.37,31043.83,30970.08,31041.67,30975.47,31004.97,30993.83,30932.89,30934.05,30410.1,30531.3,30610.3,30208.8,31016.3,30964.3,30942.3,30764.9,0
30936.01,30952.35,31121.63,31123.6,31127.97,31265.65,31245.16,31196.38,31178.1,31151.83,31121.86,31116.01,31130.56,31090.32,31169.51,31235.06,31192.28,31165.32,31173.47,31181.72,31197.83,31216.8,31198.11,31195.59,31108.01,31152.5,31133.32,31100.72,31070.27,31061.45,30672.4,30821.9,30906.3,30629.4,31223.5,31161.2,31136.7,31181.3,0
31346.19,31302.78,31383.33,31557.21,31496.68,31429.08,31357.14,31369.44,31361.49,31340.71,31318.33,31364.38,31306.4,31308.85,31283.59,31324.77,31292.16,31282.31,31264.79,31270.88,31260.35,31272.59,31236.43,31199.99,31238.1,31264.99,31283.35,31269.59,31289.95,31231.73,30707.7,30906.4,31020.8,30784.4,31484.8,31451.9,31433.7,31339.2,0
31176.05,31191.93,31187.6,31212.65,31213.02,31218.71,31222.09,31237.68,31261.14,31246.38,31249,31399.99,31473.51,31436.01,31494.67,31500.15,31544.43,31602.12,31600.76,31563.37,31502.25,31540.66,31568.61,31581.96,31561.73,31646.03,31634.65,31753.18,31729.16,31747.1,30752.9,30897.7,30979.4,31066.3,31168.7,31136.3,31129.2,31562.6,1
31462.13,31465.45,31321.54,31299.43,31394.13,31574.12,31468.79,31500.57,31470.01,31470.22,31495.69,31490.69,31540.61,31543.78,31610.95,31592.29,31699.77,31700,31636.14,31593.66,31562.83,31527.04,31545.91,31558.04,31600.35,31490.01,31530.01,31528.64,31518.88,31440.58,31110,31179.5,31228,31172.6,31476.6,31445.6,31434.4,31537.9,0
31351.76,31307,31344.8,31350,31432.84,31496.99,31472.17,31515.79,31553.85,31621.05,31603.74,31592.79,31586.38,31581.35,31657.7,31659.49,31694.7,31753.34,31767.26,31763.1,31781.41,31768.41,31779.99,31815.82,31785,31727.88,31748.32,31734.68,31775.12,31701.5,31108.2,31142.4,31170.8,31261.8,31459.2,31423.5,31399.7,31613.4,1
31659.78,31714.1,31747.34,31819.87,31961.31,32012.96,32123.01,32120.01,32038.35,32031.58,32003.9,31997.53,31946.69,31939.44,31855.05,31873.35,31900,31840.62,31889.91,31981.82,31878.9,31820.69,31779.33,31749.32,31791.01,31825.83,31814,31824.91,31806.56,31823.7,31242.8,31377.1,31442.7,31154.7,31733.1,31715.1,31707.6,31514.6,0
33316.73,33332.5,33370.26,33360.25,33268.49,33278.45,33310.08,33230.86,33250.15,33258.15,33265.21,33312.44,33382.04,33399.41,33431.62,33389.25,33325.31,33321.8,33297.77,33256.75,33272.95,33245.05,33227.95,33173.39,33225.36,33276.94,33266.76,33244.05,33269.18,33319.81,32804,32891.9,32946.9,32743.9,33296.3,33281.4,33270.1,33118.2,0
33471.73,33544.78,33583.51,33700,33813.83,33782.12,33850,33854.69,33731.45,33771.18,33821.33,33790.54,33797.89,33858.41,33999.99,34028.08,34054.34,34030,33943.99,33915.95,33973.06,33982.99,34000.43,34049.15,34074.24,34036.63,33995.66,34046.19,34172.97,34141.65,33059,33225.4,33281.3,33416.7,33735.1,33589.3,33508.8,33791.8,1
32140.41,32174.6,32202.53,32195.49,32200,32324.41,32382.31,32661.65,32754.45,32724.5,32965.22,32894.76,33179.38,33329.35,33675.17,33594.4,33720.57,34186.74,34497.9,34248.8,34200,34148.59,34433.59,35000.99,35848.51,35580.28,35494.91,35993.64,36240.24,37019.26,31989.2,32051.6,32077.2,31977,32564.2,32397.4,32246.6,32458.4,1
36920.6,36944.6,37046.01,37175.04,37080.5,36938.78,37052.56,37103.06,37171.85,37119.19,37016.98,37005.27,36859.28,36948.36,37032.09,37000.33,37074.64,37049.3,36955.98,36782.33,36875.11,36852.31,36868.54,36817.28,36777.29,36852.5,36900.37,37031.06,37025.32,36567.14,35631.8,36265.3,36538.2,36139.1,37164.5,36993.3,36920.7,37155.7,0
37519,37537.04,37592.23,37502.15,37560,37560.41,37537.03,37565.49,37632.6,37650,37606.12,37711.34,37722.49,37624.81,37693.79,37728.11,37814.53,37846.1,37920,38092.77,38384.87,38195.71,38164.6,38370.21,38400.01,38411.14,38519.46,38347.26,38250.03,38382.34,36610.9,36879.9,37068,37184.9,37724.4,37614.1,37559.5,38271.6,1
34400.29,34471.08,34562.66,34508.87,34467,34413.93,34578.55,34612.42,34640.74,34699.71,34679.87,34718.59,34688.24,34727.64,34696.46,34687.69,34736.14,34770.01,34719.84,34729.49,34707.31,34724.89,34824.51,34817.93,34910.84,34903.26,34831.46,34819.99,34766.39,34695.22,33941,34069.1,34138.7,34148.6,34554.3,34461.9,34414.2,34938,0
33604.22,33534.64,33539.69,33486.83,33456.73,33400,33343.42,33791.33,33892.61,33899.81,33852.47,33735.5,33812.41,33766.11,33800,33770.4,33712.44,33790.84,33726.59,33739.74,33764.09,33679.29,33651.44,33636.83,33619.33,33604.39,33560.81,33475.45,33503.72,33486.89,33413.4,33494.3,33536.8,33007.8,33882.8,33780.6,33709.4,33661.3,0
33952,33946.74,33973.25,33965.79,33928,33851.77,34184.06,34383.21,34262.47,34139.41,34205.01,34257.41,34251.47,34304.09,34208.14,34200.84,34157.67,34208.37,34204.64,34246.18,34258.41,34202.4,34189.73,34138.23,34078.89,34074.68,34056.21,34089.34,34092.65,34097.9,33682.4,33774.2,33817.5,33822.5,34268.5,34149.9,34056.6,34392.3,0
34204.41,34194.14,34217.38,34296.52,34270.69,34300,34333.84,34297.43,34292.78,34309.81,34292.47,34319.14,34338.02,34321.78,34436,34456.47,34440.79,34413.15,34399.17,34364.97,34299.89,34281.9,34282.23,34252.26,34284.41,34244.78,34258.4,34201.02,34210.2,34161.68,33944,33995.8,34029,34015.1,34277.3,34235.6,34217,34433.9,0
33966.99,33982.94,33967.41,33950.22,33963.9,34050,34088.84,34076.45,34079.76,34152.17,34157.11,34132.07,34098.05,34098.6,34169.47,34145.51,34136.56,34167.62,34156.41,34146.98,34163.05,34183.32,34204.93,34069.33,34139.76,34179.26,34148.25,34175.99,34190.24,34150.75,33478.8,33602.9,33673.1,33450.5,34053.2,34005.4,33983.2,33885.2,0
34361.33,34359.38,34324.44,34346.23,34383.26,34393.6,34366,34351.7,34380.13,34376.83,34339.96,34372.46,34343.43,34358.32,34306.9,34244.19,34184.44,34093.26,34089.9,34113.1,34131.49,34115.51,34125,34130.06,34153.15,34085.12,34120.23,34109.12,34130.47,34126.57,33876.9,33939.9,33968.5,34067.9,34391.6,34381.5,34377.1,34447.4,0
34270.68,34323.81,34338.76,34365.5,34351.3,34340.9,34334.62,34339.99,34332.84,34335.78,34348.61,34336.81,34300.02,34346.23,34362.12,34334.45,34313.03,34352.51,34435.65,34394.57,34232.54,34185.69,34238.68,34344.4,34395.41,34369.43,34408.28,34400.75,34399.04,34345.64,33857,33939.8,33974,33950.3,34325.2,34297.1,34282.6,34317.1,0
34224.99,34196.82,34163.24,34239.98,34246.32,34252.86,34290.82,34295.95,34287.96,34313.61,34337.11,34353.52,34375.74,34349.99,34327.17,34349.85,34369.04,34363.45,34363.43,34377.34,34401.37,34366.89,34368.09,34359.92,34415.39,34470.52,34533.95,34622.95,34675.53,34606.14,33929.7,33994.1,34025.4,33993.1,34273.4,34226.8,34202.9,34343.2,1
34725.01,34754.96,34678.87,34657.63,34593.05,34589.83,34594.56,34620.59,34772.56,34768.84,34721.89,34738.99,34718.57,34692.14,34639.99,34696,34683.75,34702.95,34698.6,34689.03,34660.27,34659.05,34650.73,34627.56,34573.81,34606.03,34556.72,34575.72,34564.43,34574.12,33980.8,34069.6,34100.8,34025.4,34667.2,34638.6,34619.5,34382.1,0
33636.03,33643.56,33647.29,33660.27,33719.73,33783.97,33689.99,33640.01,33631.87,33637.44,33672.26,33646.14,33562.28,33632.99,33647.56,33694.78,33724.4,33682.67,33678.63,33656.8,33674.12,33643.76,33661.02,33666.24,33644.12,33692.09,33661.56,33671.63,33653.39,33685,33411.7,33511.4,33576,33464.4,33720.8,33700.9,33689.9,33769.3,0
33013.65,32999.7,33013.82,33122.72,33165.43,33160.33,33160.35,33160.54,33152.06,33100.01,33100.2,33087.34,33055.81,33054.96,33055.74,33071.76,33171.49,33103.95,33133.46,33091.77,33208.12,33190.6,33146.56,33124.28,33122.55,33103.83,33098.33,33150.84,33124.4,33127.56,32840.8,32917.7,32961,32744.1,33115.9,33064.8,33039.2,33107.1,0
32840.58,32810.01,32848.49,32920,33042.65,33137.02,33162.51,33130.74,33175.56,33199.96,33344.53,33441.57,33458.01,33470.67,33472.99,33396.81,33387.82,33359.99,33368.26,33410.28,33432.55,33490.27,33410.57,33405.01,33419.99,33420.46,33466.23,33401.37,33430.29,33354.01,32693.5,32779.6,32821.8,32368.7,32981.2,32946.4,32923.1,32741.7,0
